0,31482,15131,53905,17674,31449,3898,18164,23445,20439,22845,55778,20325,20210,17092,12490,21100,89751,21610,9477,53836,14490,16807,65756,25196,14952,25604,18729,22149,18258,15029,3530,46872,20335,18103,5737,19548,36971,8991,24008,59094,20046,18502,18744,29536,22111,21146,21136,6396,18256,18995,26262,84318,88286,21390,93030,23191,24926,25696,14358,25269,21386,2352,17957,21179,66141,7730,23127,17866,21572,5738,1140,20673,8320,21506,22927,54700,20937,23776,26079,23807,36831,7637,22855,24266,21627,18802,63414,17586,73247,18450,84492,27626,17398,23558,19340,19239,19307,68307,82756,21819,22370,49333,31421,79161,60892,19564,17812,67778,19647,21349,46754,20406,21104,31511,20218,9544,5731,21961,19202,57749,19495,24860,24011,21749,20990,9694,59692,51250,22459,24393,27142,33579,21338,6142,22927,15726,15938,24191,5300,61278,67568,22631,15228,16755,55676,9498,24777,31419,93566,18723,19510,52657,21273,52920,18039,8496,42697,15417,20117,21043,6369,8612,21454,20028,20813,23970,28260,24534,70074,92921,28419,23796,22201,86445,20474,18738,13063,19530,55216,23266,25431,7792,20658,13820,93047,51455,23759,12992,66735,19693,19438,22427,19894,22682,19561,22518,20948,17099,20998,20021,78307,36205,28739,20983,22512,9201,14760,21226,5714,18232,29622,26928,21687,22827,82309,52534,22059,63047,19152,25673,58319,20796,47115,21112,18310,21533,62608,14328,30489
31482,0,16410,38454,17738,18463,30191,13958,26330,11137,9214,29908,13257,11805,15291,19130,13069,69115,11578,27901,38134,26222,14933,44431,6376,25478,43143,37078,9381,14786,20998,28833,28741,32979,38379,33851,32689,18457,28543,41366,36529,12146,29759,15628,5947,10495,12789,12499,28495,37170,12946,5303,64266,67570,39638,72274,8470,7727,6381,17567,6406,40483,29149,15878,10631,44504,28359,23988,13875,10002,29504,31039,11289,30052,33257,8868,29661,38016,7728,5454,41156,5486,31693,8642,7249,9943,39038,41273,29564,52733,25591,64302,4813,37920,7971,26610,13322,13079,46483,63166,29059,41381,22365,8567,57943,38211,30746,37685,46608,12303,12334,74770,11768,10379,596,29767,26087,28586,9541,13055,29852,12182,6685,7610,10982,10633,25410,37457,31222,40153,7377,4443,64037,11826,32537,8691,17086,15880,8049,30483,39350,50259,9449,23502,19622,30700,25716,7173,2990,70476,37645,12089,33526,10615,81335,18414,30938,12569,16405,11986,30854,36945,24680,10471,12368,28033,7512,4199,42269,53024,69222,3965,7975,9579,65765,14115,13013,20522,31517,25287,8335,6260,28815,29621,17782,68956,24361,7783,18592,44838,11790,32272,9056,12814,8822,31189,9652,10638,16980,10642,11637,56733,18480,3727,32720,9152,28091,16734,10647,28595,19090,6546,5814,10652,35221,62609,35274,9696,40563,14443,6237,35907,14765,26334,12671,13482,11268,41532,45085,5672
15131,16410,0,43615,7173,19946,13847,3550,18310,5310,7785,41928,6471,5249,3231,2736,7404,79681,7161,12569,43443,13024,3373,54999,10258,12582,30639,23655,7036,4722,9953,12770,35200,21274,24416,17605,20702,24347,14204,28781,47656,6296,19729,6351,14631,7294,7277,7073,13212,23551,5174,11149,74441,78164,26539,82943,8061,9926,10583,1944,10400,27148,12827,5513,6087,55262,13534,16560,3979,6771,14078,14776,6490,15427,22019,7809,42166,25193,8682,11092,28555,21711,16741,7768,9292,6815,25156,50941,17394,61566,14697,74556,12515,23826,8449,16018,4842,6058,57395,73062,19209,28158,35043,16918,68697,49455,19260,23787,55748,4682,7258,59339,6541,6061,16479,18862,10664,13099,7011,4533,44190,5075,9907,9151,7033,6304,11183,48405,39134,27320,9630,12168,47799,6929,17109,8112,3660,1503,9133,14955,50159,57006,7583,10874,8179,42090,11431,10099,16651,81157,24079,4925,40919,6204,65802,8239,16315,28117,3279,6234,20074,20884,9656,6394,5341,17916,8927,13140,29614,59676,80277,13295,9070,7086,76317,7333,4620,7432,19819,40851,8418,10565,13040,18984,1407,80257,37178,8829,2187,55759,4717,20341,7397,5473,7722,19589,7502,5818,7516,5868,4899,67675,23748,13615,21388,7771,13836,1429,6844,12399,9060,14801,11860,6787,24015,72560,41481,7451,51743,5775,10547,46921,8220,34546,7153,4403,6883,50496,28723,15563
53905,38454,43615,0,37396,23673,50331,40284,31133,40844,38458,19643,37274,39558,40389,44720,36350,100999,37162,44817,463,39789,45379,78054,40972,39181,43627,43361,40454,38894,53249,53636,9766,37975,45436,51756,38514,20397,57260,43003,70272,45104,63197,37391,33734,37753,36551,36855,55528,43925,44967,38922,96984,99499,43603,103831,39416,36856,37649,42760,41375,44651,52476,38281,39667,77881,56291,30913,44867,42442,56074,54319,44242,58168,37037,39068,62501,42184,40095,40430,42951,36543,59029,40494,40957,42390,45520,14339,38302,20226,35863,96910,36787,45602,39941,35304,39025,45880,79472,96318,33924,44768,22683,30458,90241,71607,37123,44929,16054,39951,36715,77527,44893,41478,39036,35893,44382,55150,41719,39531,59022,43852,40948,41665,37703,42944,54523,71316,9144,43119,42048,40317,74612,37299,58678,42093,40608,42119,37702,56658,73171,13663,38487,38681,37658,17677,54727,42371,41427,41123,43986,43488,6931,39425,83819,36656,58978,44577,46346,44861,35745,60173,52684,39259,38920,34425,40529,36740,43617,16203,41023,36844,42305,39370,97861,36287,44487,51017,37670,51727,41874,41365,46586,35379,44014,41516,22580,41348,44577,77967,42306,38304,41115,38510,41461,37416,38346,40584,49775,40315,40647,88838,20670,36739,37132,42468,56970,44974,43738,48297,36197,33134,36416,38336,37412,95720,3817,42998,73779,37840,38004,69863,35407,12997,36714,44835,37687,12233,61028,33428
17674,17738,7173,37396,0,14058,14898,5408,11314,8387,8809,38146,4505,6835,4428,7439,4707,84800,6176,10901,37264,8484,10172,59995,13108,7746,25759,19390,9742,3631,17045,16585,29587,15757,20643,17847,15343,19332,19869,23935,52384,12069,26613,2136,13598,7346,4962,5239,18176,19456,11194,12799,79679,83268,22037,88035,9960,10013,11392,5699,13455,22835,15787,2242,8019,60191,18898,9432,10318,10922,18786,17780,11764,20781,16262,9398,46270,20473,11089,13587,23718,22168,21715,10482,12213,10925,21307,45908,12074,56069,8489,79767,12972,20182,10752,9727,5078,12265,62283,78388,12745,23764,31901,14555,73705,54155,13562,19951,50437,6630,5406,57168,12143,9634,18039,12841,9380,17837,10647,5645,47339,10490,12772,12498,6852,10862,17212,53207,33819,22629,13131,14535,47320,5942,21546,11840,3552,5802,9756,19450,55029,50961,8589,5765,1888,38007,17398,13707,19118,76130,19940,10151,35379,7892,63765,1096,21601,30285,10434,11901,14033,24013,15312,7939,5932,11504,11610,13625,24823,53575,75409,13849,12785,8861,81430,3694,10544,14341,14261,43025,11975,13598,12241,12839,7020,75494,34001,12025,7402,60632,9140,14938,10576,5303,11104,13967,8341,8647,14631,8442,7768,72608,18591,14133,15665,11773,19587,8587,11757,12894,1969,13449,12004,7355,18289,77866,35580,11818,56488,3439,11595,51684,3442,29533,5069,10588,6564,45222,29114,14530
31449,18463,19946,23673,14058,0,28266,16617,12671,17414,15285,25421,13612,16014,16726,21172,12693,87109,13618,23249,23498,18756,21769,62613,18614,17977,30443,26579,17299,15228,29606,30623,15529,21102,28484,30532,21236,6057,33760,28999,54661,21811,39543,13784,12584,14352,12908,13229,32202,26950,21537,16792,82400,85565,28219,90216,16414,14080,15220,19165,19054,29273,29718,14679,16271,62638,32862,10939,21321,19295,32837,31673,21016,34760,20754,15973,47450,26491,17294,18318,28840,19558,35755,17495,18338,19250,28899,31964,19315,42011,15516,82416,15018,28327,17073,15659,15369,22510,64553,81374,16246,29876,20441,10088,75956,56285,19242,27811,36397,16369,13101,65010,21646,18194,19039,17896,22305,31883,18607,15891,46387,20444,18492,19014,14232,19718,30936,55624,19811,28289,19512,18555,57822,13730,35602,19204,17048,18454,14799,33508,57528,37082,15268,16803,14704,24925,31153,19946,21280,62137,27253,20068,21323,16024,71649,13489,35598,29120,22690,21571,18485,37818,29159,15877,15316,15905,17807,15240,29871,39739,61472,15422,19628,16139,83785,12616,21013,27343,20034,40388,19052,19091,24925,17490,20392,61601,22330,18618,20990,62922,18857,20863,18063,14873,18485,19685,15088,17216,26241,16936,17149,74694,5168,15453,20464,19507,33447,21301,20584,26192,13222,11958,14322,14913,22240,80807,21599,19968,58623,14171,15600,54078,11756,15734,13078,21328,14180,31196,41185,12795
3898,30191,13847,50331,14898,28266,0,16386,19655,19055,21193,53006,18126,18525,15162,11111,18807,91043,19571,5639,50276,10699,16184,66771,24104,11213,22329,15262,20818,16117,16302,5954,43556,16489,14877,3887,15702,33954,11888,20654,59858,19514,21422,16267,27589,20253,18906,18965,9170,14836,18395,24894,85658,89560,18040,94323,21740,23154,24103,12644,24243,18151,3970,15569,19617,67118,10538,19458,17185,20585,8838,4754,19993,11574,17653,21394,55039,17430,22478,24933,20445,35375,11226,21577,23138,20632,15609,60191,13688,69833,14676,85814,26003,14169,22223,15515,17301,18911,69281,84145,17934,19166,46792,29161,80308,61663,15670,14504,64445,17986,19177,46088,19845,19902,30290,16321,6002,8479,20857,17384,57637,18681,23753,22990,19841,20070,11685,60510,47999,19085,23449,26009,33964,19294,9918,21938,13565,14322,22508,8699,62159,63989,20966,11694,13720,52804,11573,23895,30489,90265,15330,18620,49322,19669,52429,15092,11923,41934,14953,19539,17146,9857,10050,19835,18176,16945,22757,26658,21245,66468,89676,26839,22875,20668,87713,18055,18020,13829,15649,54625,22252,24408,3914,16762,12448,89838,48896,22675,11665,67682,18561,15578,21237,17927,21569,15674,20816,19553,17517,19552,18557,79399,33156,27157,17120,21572,11984,13844,20469,2075,15154,27600,25215,19903,19029,83682,49077,21197,63872,16892,24134,59093,18210,43993,18905,17647,19597,59308,14894,28549
18164,13958,3550,40284,5408,16617,16386,0,16637,3215,4814,38407,3012,2158,1370,5744,3942,79567,3630,14009,40100,13133,5314,54781,8371,12515,30775,24105,4865,1857,13007,16081,31739,20949,25136,19948,20476,20834,17754,28929,47243,6685,22928,3731,11375,3948,3774,3538,16722,24093,5879,8674,74412,78038,26878,82810,5517,6790,7729,3809,8641,27599,15930,3196,3340,54997,17077,14629,5166,5631,17562,17926,6357,18972,21531,5090,41336,25396,6458,9038,28707,19011,20266,5661,7404,5643,25844,47402,17158,58063,13825,74508,9619,24607,6151,15092,1299,6962,57102,73100,18146,28569,31576,13464,68498,49025,18796,24469,52227,1661,3717,60975,6743,4420,14127,18163,12162,16580,5480,1044,42814,5098,8014,7526,3607,5495,14722,48044,35625,27554,8126,10086,50097,3389,20573,6704,3206,2282,6122,18415,49848,53609,4585,10583,7032,38552,14974,8684,14732,77612,24602,4750,37437,3343,67508,6475,19859,26181,6081,6508,19366,24129,13203,3489,1876,16897,6876,10276,29800,56291,76728,10460,7692,4385,76196,4086,5235,10754,19455,38979,6902,8800,14860,18190,4507,76707,33710,7090,5312,55454,3740,20083,5564,1923,6049,19179,4430,3602,9903,3485,2587,67422,20253,10777,20921,6553,17384,4762,6368,14693,7355,11481,8835,3535,23559,72582,38066,6513,51346,2664,7784,46531,5113,31016,3635,5355,3417,46975,31246,12327
23445,26330,18310,31133,11314,12671,19655,16637,0,19326,18873,37650,14795,17656,15741,17788,14397,95062,16108,14019,31128,8959,21458,70258,23308,8516,17965,13990,20349,14789,27819,23961,25649,8441,15957,20672,8625,18593,28776,16429,62483,23322,36828,12960,20793,17364,14744,15161,26498,14401,22489,22363,90058,93522,15549,98263,20186,19177,20690,16574,23718,16602,22437,13448,18670,70399,27565,2343,21632,21868,26765,24054,22938,29264,8097,19596,55907,13820,21353,23536,16258,29406,29676,20977,22559,21859,16320,42352,7317,51087,5000,90124,21662,15870,21023,4200,16030,23566,72443,88845,3579,17213,33090,19923,83911,64216,6709,15307,46065,17605,15218,52342,23367,20543,26783,5346,14018,25969,21462,16659,56065,21733,23021,23003,16934,21921,26723,63360,30287,15642,23638,24288,45562,15986,28901,22565,14662,17048,19342,27115,65222,44707,18704,8776,10141,36923,26831,24208,28449,71835,14667,21378,31156,18483,58983,10219,29936,38601,21587,23141,5820,29474,24648,18464,16694,3475,21925,22199,17317,47101,71466,22433,23416,19262,91697,13480,21840,24936,7463,50851,22621,23835,15772,4894,17835,71771,34943,22517,17960,70790,20294,8273,21239,16023,21778,7126,18441,19474,25826,19225,18751,82754,17690,22631,7793,22600,28614,19666,22851,17731,9347,20348,20673,17626,9696,88307,30360,22760,66567,14230,21005,61818,12456,27133,14936,21898,16689,41131,30102,21486
20439,11137,5310,40844,8387,17414,19055,3215,19326,0,2763,37376,4621,1686,4567,8004,5268,76434,3866,17103,40627,16342,4894,51637,5220,15715,33963,27319,1769,4766,12672,17993,31912,24083,28349,22740,23630,20836,18721,32120,44068,4459,22571,6426,9622,3091,4946,4532,18124,27308,4130,5851,71301,74904,30086,79673,2757,4918,5328,6462,5460,30811,18129,6149,1188,51844,18251,17198,4132,2552,19058,20067,3797,20088,24630,2572,38123,28595,3430,5956,31899,16403,21554,2550,4241,2550,29057,47030,20321,57947,16874,71391,7252,27817,3167,18112,3332,5098,53943,70004,21094,31780,30285,12270,65351,45847,21911,27682,52010,1758,4578,64076,4360,1247,11238,21225,15231,18095,2281,2742,39627,3030,4860,4316,3184,2625,15574,44877,35538,30754,4912,7026,52942,3823,22114,3500,6389,4775,4034,19984,46688,53932,2624,13771,10128,37682,15857,5469,11635,77121,27817,2655,37488,1424,70592,9394,20987,23118,6226,4228,22419,26126,14389,1602,2644,19871,3763,7862,32994,56648,76140,8007,4482,1894,73064,5970,3648,11024,22587,35905,3688,5621,17852,21226,6656,76056,32414,3891,7474,52294,1464,23233,2360,3311,2835,22304,2663,509,8957,630,632,64266,20370,8326,24027,3390,18308,5871,3570,17491,10257,9887,6678,2511,26658,69483,38382,3450,48172,5111,5260,43360,7065,30788,4743,4022,3263,46763,33949,10513
